Filename,Rating
CF137.jpg,2.933333
AF1814.jpg,3.116667
AM1557.jpg,2.116667
AF687.jpg,2.733333
AF1044.jpg,2.983333
AM1813.jpg,3.733333
AM414.jpg,2.816667
AM145.jpg,3.033333
CF683.jpg,4.183333
AM51.jpg,3.75
AF51.jpg,2.35
AF894.jpg,3.166667
AM172.jpg,2.85
AM1374.jpg,2.65
AF712.jpg,2.616667
AM1940.jpg,4.3
AF1255.jpg,4.216667
CM359.jpg,2.966667
AM1448.jpg,2.5
AF493.jpg,2.8
CF30.jpg,3.366667
AF1977.jpg,4.45
AM1985.jpg,2.183333
AF713.jpg,2.533333
AM944.jpg,1.783333
AM1114.jpg,3.316667
AM1026.jpg,2.266667
AM1805.jpg,3.666667
CF350.jpg,2.55
AF898.jpg,4.066667
CF48.jpg,2.75
AF1373.jpg,2.783333
AF1126.jpg,2.583333
AF1664.jpg,3.266667
AF257.jpg,2.383333
CM135.jpg,2.65
CM587.jpg,1.716667
AM818.jpg,2.783333
CM650.jpg,4.45
CM550.jpg,2.35
AM1648.jpg,4.066667
AM1561.jpg,3.216667
AF1082.jpg,2.633333
AF908.jpg,3.066667
AF384.jpg,2.033333
AF905.jpg,4.416667
AF969.jpg,3.783333
AF708.jpg,1.9
CM502.jpg,2.516667
AF212.jpg,2.8
CM218.jpg,2.883333
AF1446.jpg,3.766667
AF573.jpg,2.683333
AF1250.jpg,2.433333
AF1447.jpg,4.316667
AM2000.jpg,3.083333
AM1744.jpg,3.233333
AF1945.jpg,3.066667
AM1930.jpg,4.3
AM801.jpg,2.816667
CF43.jpg,2.283333
AF850.jpg,3.616667
AM1174.jpg,2.433333
AF163.jpg,2.8
CF206.jpg,2.133333
AF1603.jpg,3.95
CM336.jpg,2.9
AF287.jpg,1.7
AF143.jpg,1.783333
AM783.jpg,2.65
AF304.jpg,1.933333
AF1324.jpg,4.05
AM759.jpg,2.983333
AM1312.jpg,2.733333
AM1227.jpg,2.366667
CF618.jpg,4.05
CF384.jpg,2.666667
CF542.jpg,2.9
CM657.jpg,4.083333
CF513.jpg,2.266667
AF70.jpg,2.916667
AM1360.jpg,2.216667
AM1969.jpg,3.7
CM546.jpg,3.15
AF1497.jpg,2.85
AM107.jpg,2.983333
AM37.jpg,3.066667
CF252.jpg,3.5
AM995.jpg,2.7
AM1349.jpg,2.7
CM441.jpg,2.633333
AM587.jpg,2.8
AF109.jpg,2.333333
AM891.jpg,2.716667
CF233.jpg,3.05
AF1602.jpg,3.7
AM138.jpg,3.233333
AM648.jpg,2.583333
CF471.jpg,2.683333
AM1831.jpg,3.516667
AM1209.jpg,2.466667
CM420.jpg,3.75
AF1789.jpg,3.65
AM948.jpg,2.916667
AM604.jpg,2.783333
CF295.jpg,3.8
AM1787.jpg,2.8
AM684.jpg,3.016667
AM1817.jpg,3.116667
CM589.jpg,2.883333
AM1067.jpg,2.133333
AF672.jpg,2.466667
AM411.jpg,2.816667
CF111.jpg,2.983333
CM747.jpg,3.85
AM1389.jpg,2.766667
AM430.jpg,2.883333
AF1700.jpg,3.05
AF5.jpg,2.0
AM958.jpg,2.316667
AF783.jpg,4.316667
CM144.jpg,2.333333
AF59.jpg,2.083333
CM540.jpg,3.083333
AM942.jpg,2.866667
CM355.jpg,1.55
AF895.jpg,3.516667
AF1496.jpg,3.683333
CM688.jpg,4.15
AM1641.jpg,3.433333
CF695.jpg,4.316667
AF1062.jpg,4.183333
AM1601.jpg,3.966667
AM418.jpg,1.95
AM1959.jpg,3.75
AM1876.jpg,3.1
AF763.jpg,2.6
CF203.jpg,2.016667
AM1001.jpg,2.3
AF1040.jpg,2.233333
AM247.jpg,3.883333
AM1113.jpg,2.95
AM150.jpg,3.516667
AM1882.jpg,2.85
CF388.jpg,3.4
AF352.jpg,2.166667
CF491.jpg,2.116667
AM1530.jpg,2.616667
CM683.jpg,3.366667
AM1725.jpg,3.25
AM356.jpg,2.65
CM154.jpg,3.7
AM717.jpg,2.133333
CF341.jpg,3.133333
AF1489.jpg,3.1
AF1757.jpg,2.783333
CF159.jpg,2.433333
AM886.jpg,2.983333
AM1846.jpg,2.366667
AM1886.jpg,3.066667
AM1310.jpg,2.616667
CM272.jpg,3.2
AM1941.jpg,3.533333
AM1005.jpg,2.45
AF1772.jpg,3.5
CF578.jpg,3.966667
CM130.jpg,2.966667
AM1906.jpg,3.066667
CF667.jpg,3.95
CM681.jpg,3.9
AM1143.jpg,2.35
CF488.jpg,2.9
CM552.jpg,2.7
CM629.jpg,2.266667
AM583.jpg,2.833333
AF475.jpg,1.85
AF1878.jpg,3.983333
AM1547.jpg,2.233333
AF372.jpg,2.633333
AM897.jpg,2.516667
AM1545.jpg,2.716667
AF885.jpg,4.216667
AM1987.jpg,3.966667
AM589.jpg,2.25
AF1874.jpg,3.316667
CM574.jpg,3.05
AM1505.jpg,2.783333
AM1009.jpg,2.716667
AF157.jpg,2.366667
AF1834.jpg,3.8
AF268.jpg,3.3
AF568.jpg,2.416667
AF276.jpg,2.133333
AM1559.jpg,2.716667
CM738.jpg,3.8
CM723.jpg,3.2
CM11.jpg,4.416667
AF1068.jpg,4.116667
AF96.jpg,3.1
AF1741.jpg,3.883333
AF551.jpg,3.733333
AF506.jpg,2.983333
CM56.jpg,2.316667
AF1625.jpg,2.083333
AM304.jpg,4.183333
AM1777.jpg,3.7
CF458.jpg,2.666667
AM1465.jpg,2.816667
AM155.jpg,3.766667
CF474.jpg,2.15
CF467.jpg,2.916667
AM497.jpg,1.866667
AF974.jpg,2.716667
CF729.jpg,3.716667
AM1812.jpg,2.833333
AF631.jpg,3.4
AM1659.jpg,3.05
CF210.jpg,2.8
CF699.jpg,3.75
CM182.jpg,2.666667
AF755.jpg,4.25
CM358.jpg,2.533333
CF660.jpg,3.466667
AM1629.jpg,4.333333
AM1825.jpg,2.35
AM1173.jpg,1.9
AF615.jpg,2.666667
CM255.jpg,3.416667
AF312.jpg,2.233333
AF26.jpg,2.25
CM352.jpg,2.816667
AM1351.jpg,2.75
CM615.jpg,3.033333
AF1094.jpg,4.066667
CM471.jpg,2.8
CM439.jpg,3.25
AM1395.jpg,2.916667
AM1582.jpg,3.666667
AF1685.jpg,3.833333
AF798.jpg,4.166667
AM1004.jpg,2.3
AF657.jpg,2.416667
AF67.jpg,3.083333
CM191.jpg,2.983333
AF334.jpg,2.25
AM289.jpg,2.4
AF599.jpg,2.733333
CF40.jpg,3.383333
AM255.jpg,2.766667
AF1961.jpg,2.666667
CM517.jpg,2.616667
CM703.jpg,4.116667
AM1398.jpg,2.666667
AM295.jpg,2.55
AF1335.jpg,4.066667
AM1608.jpg,4.266667
CF76.jpg,1.95
AM991.jpg,2.1
CF227.jpg,2.6
CM228.jpg,2.883333
CF579.jpg,3.666667
AF863.jpg,2.783333
AM129.jpg,4.3
AM1806.jpg,2.783333
AF1406.jpg,3.766667
CM131.jpg,2.233333
AM550.jpg,2.466667
AM1531.jpg,2.866667
AF721.jpg,2.6
